AGE,INITIAL HIRE DATE,JOB CATEGORY,EMPLOYEE ANNUAL BASE SALARY,EMPLOYEE HOME DEPARTMENT,PRIMARY WORKING TITLE
51,6-Apr-17,Associate Professor,110519,"Sci, Tech, Engr & Math (STEM)",Assoc Professor
32,18-Oct-21,Veterinary Technician,51130,CVM Teaching Hospital,Medical Support Tech - Shift
54,1-Jun-10,Professor,104727,"Parks, Recreation & Tourism Mg",Teaching Professor
59,18-May-05,Executive Assistant,60709,Agricultural & Human Sciences,Executive Assistant
53,8-Sep-21,Office / Admin Support / Clerical Manager,45987,UHR Background check,University Program Associate
41,4-Jan-03,"Laboratory Professional, Physical Sciences, Lab Coordinator",63000,Dept of Clinical Sciences,Laboratory Manager
48,10-Jul-06,Department Assistant,56436,Wellness and Recreation,University Program Associate
73,15-Aug-05,Administrative Assistant,49107,University Controller,Administrative Support Spec
36,3-Jul-23,Electrician (Journeyman),52000,Housing Facilities Admin,Facilities Maint Tech - Mechan
64,15-Aug-96,Assoc/Asst Vice Provost,123732,Global Training Initiative,AVP-Global Training Initiative
33,1-Jul-19,"Extension / Engagement / Public Service Professional, Agricultural",60000,Agricultural & Human Sciences,Soc Marketing Eval Assoc
58,9-Jul-18,Academic Services Professional,71742,College Of Education,Coordinator
47,1-Nov-99,"Extension / Engagement / Public Service Professional, Agricultural",93600,Entomology & Plant Pathology,Extension Coordinator
24,1-Jun-20,Extension / Engagement / Public Service Professional,45015,South Central District - Lee,"Asst Ext Agent [17,09]"
39,4-Aug-04,Facilities Management / Maintenance Professional,105087,Const Svcs-Contracted Const,Engr'g/Architectural Spvsr
47,11-Aug-16,"Chief Diversity Officer, College/Division",134550,Dean's Office-Poole COM,Asst Dean Stud Fac & Staff DEI
41,3-Dec-12,"IT Systems Support Professional, Systems Programmer Sr.",83852,EHPS - Security Apps & Tech,IT System Administrator I
42,8-Sep-07,Assistant/Associate Coach-Strength and Conditioning,74944,Athletics-Camp Equip-Weight Rm,Asst Coach
28,7-Nov-22,Veterinary Technician,59280,CVM Teaching Hospital,ICU Veterinary Tech-Shift
52,9-Aug-21,"IT Client Support Professional, Specialist",67773,Business & Tech Ext Programs,IT Web Designer/Developer I
53,6-May-15,"IT Systems Support Professional, Systems Administrator",90360,Dairy Records Processing,IT System Administrator I
28,25-Aug-21,Administrative Assistant,47900,Procurement Services,Administrative Support Special
63,1-Jan-00,Professor,120229,Philosophy & Religious Studies,Professor
34,8-Apr-13,Research Asst/Technician/Technologist,54003,Lower Coastal Plain Tobacco Re,Research Specialist-Nonexempt
42,2-Jan-13,"Sponsored Contracts / Grants Administration Professional, Restricted Funds Accountant",96720,Electrical & Computer Engr.,Dir of Research Administration
35,9-Jun-14,Administrative Assistant,46800,Dept of Clinical Sciences,University Program Associate
39,1-Jul-18,Associate Professor,96662,TELS,Assoc Professor
61,1-Jan-99,Professor,160348,Electrical & Computer Engr.,Associate Dept Head
50,11-Aug-08,Electrician (Journeyman),60902,Housing Facilities Admin,Facilities Maint Tech - Mechan
38,28-Feb-22,Student Admissions / Recruitment Professional,67600,MBA Program-Poole COM,Asst Director
62,1-Sep-90,Professor,129923,Forest Biomaterials,Teaching Professor
44,16-Aug-04,"Laboratory Professional, Vet Research Operations",74158,CVM Teaching Hospital,Medical Laboratory Supervisor
53,9-Dec-10,IT Client Support Professional,69262,Extension Information Tech,Technology Support Analyst
53,14-Aug-89,Field Faculty AC,114309,West District- Burke,"Ext. County Dir. [01,05]"
51,12-Feb-07,"Laboratory Professional, Ag Research Operations",60770,Animal Science,Research Operation Manager-Exe
64,1-Apr-08,"Extension / Engagement / Public Service Professional, Industrial",87275,IES Engineering & Technology,Extension Specialist
29,17-Oct-22,"Research Professional, Life Sciences, Research Assistant",50960,"Dept-Population,Health,Pathobi",Research Asst
68,8-Nov-12,Lecturer,96876,Business Management-Poole COM,Senior Lecturer
55,8-Apr-96,"IT Systems Support Professional, Systems Programmer Sr.",128617,College of Sciences - Dean,IT Manager - Systems
49,3-Jan-06,"Research Professional, Life Sciences, Research Associate",79438,IR-4 Project,Research Assoc
29,9-Jul-18,Extension / Engagement / Public Service Professional,50944,Northeast District - Chowan,Asst Extension Agent [03]
46,31-Oct-08,IT Technical Support/Paraprofessional,57373,Communication Technologies,Technology Support Technician
42,1-May-21,Assistant Professor,79654,"Sci, Tech, Engr & Math (STEM)",Asst Professor
53,8-Oct-12,Administrative Assistant,38963,Eastern 4H Envir Ed Conference,Administrative Support Assoc
37,9-Feb-16,Assistant Professor,113090,Civil Const & Environ Engineer,Asst Professor
53,11-Sep-17,Police Officer,66230,EHPS - Police Dept,Master Police Officer II
39,8-Mar-04,Custodian / Housekeeper,35463,Housekeeping Svcs-Reg2,Building Environmental Technic
62,10-Oct-22,Accounting Professional,57200,University Controller,Accountant
69,12-Oct-98,Administrative / Office / Clerical Lead/Supervisor,51698,Registration And Records,Student Services Specialist
51,25-Jun-18,"IT Client Support Professional, Help Desk Mgr",109200,Info Tech & Eng Computer Svcs,IT Manager II
40,18-Sep-23,"IT Applications Professional, Programmer Analyst",82804,EMAS-Enrollment Mgt & Services,CRM Analyst
54,8-Aug-16,"Extension / Engagement / Public Service Professional, Industrial",90786,Institute For Trans Research &,Program Manager
34,11-Sep-07,Associate Professor,106166,Crop & Soil Sciences,Assoc Professor
65,12-Nov-07,Engineering Technical/Paraprofessional,67663,Communication Technologies,Engr'g/Architectural Tech'n
57,1-Jul-09,"Research Professional, Physical Sciences, Research Associate",67497,Nuclear Reactor Program,Research Assoc
63,24-Sep-02,Department Assistant,61320,Business Systems & Analysis,University Program Specialist
58,23-May-17,HR Coordinator,72800,CHASS Human Resources Services,Human Resources Consultant
43,1-Dec-03,Administrative / Office / Clerical Lead,45171,West District - Madison,COSS Administrative Assistant
60,3-Mar-14,"IT Applications Professional, Web Developer",90328,Arboretum in Hort Science Dept,Assoc Director
49,5-Dec-12,General Maintenance Lead/Supervisor,44526,Housekeeping Services-Reg1,Building Enviro Spvsr - Shift
24,25-Feb-22,"Administrative / Office / Clerical Support Staff, Other",44132,McKimmon Conf & Training Ctr,Office Manager
58,1-Aug-18,Professor,128495,Landscape Architecture,Professor
43,18-Jun-14,Associate Professor,120640,Civil Const & Environ Engineer,Assoc Professor
42,27-May-15,Associate Professor,47620,World Languages and Cultures,Assoc Teaching Professor
43,14-Sep-16,Associate Professor,150646,"Dept-Population,Health,Pathobi","Assoc Prof, Univ Fac Scholar"
41,1-Apr-22,Facilities Design / Construction Professional,76892,TCTS,Facility Planner
33,18-Sep-15,"Research Professional, Physical Sciences, Research Assistant",67813,Institute For Trans Research &,Research Asst
50,28-Jan-13,General Maintenance Lead/Supervisor,65872,Football,Support Services Supervisor
60,3-Aug-98,Custodian / Housekeeper,35463,Housekeeping Svcs-Reg2-Res Hal,Building Environmental Technic
29,2-Jul-18,"Laboratory Professional, Physical Sciences, Lab Coordinator",76440,BTEC-Biomfg Training Ed Ctr,BTEC Scientist
44,31-Jul-04,Custodian / Housekeeper,35463,Housekeeping Svcs-Reg2,Building Enviro Tech'n - Shift
53,31-May-07,"Laboratory Professional, Physical Sciences, Research Operations",83717,Mechanical & Aerospace Engr,Research Operation Manager-Exe
52,11-Oct-10,Painter (Journeyman),45209,G&BS-Trade Shops,Facilities Maint Tech - Bldg T
25,3-Jun-19,"Research Asst/Tech, Health/Medicine",48000,Dept of Clinical Sciences,Research Technician-Nonexempt
62,15-Jul-96,"Development / Fundraising Professional, Major Gifts Sr.",121355,Agriculture Related Foundation,Director of Philanthropy II
35,12-Aug-19,"IT Systems Support Professional, Systems Administrator",72567,DC Operations & Infrastructure,IT Operations Analyst
56,7-Feb-05,"Finance / Budget Professional, Budget Analyst",83200,Facilities Budget & Accounting,Budget Analyst
48,10-Jan-22,Medical Assistant,44720,Campus Health,Medical/Nursing Assistant
59,1-Jul-18,Lecturer,46737,English,Lecturer
50,5-Oct-99,IT Network Support Professional,97516,Communication Technologies,Networking Specialist
58,1-Jan-96,Professor,91200,Biological Sciences,Teaching Professor
43,2-Jan-02,Administrative / Office / Clerical Lead,45432,South Central District- Alexan,COSS Administrative Assistant
30,27-May-13,"Research Professional, Conservation / Forestry",61355,Forest Biomaterials,Program Manager
34,9-Sep-08,Extension / Engagement / Public Service Professional,75348,Ofc of Research Commercializat,Program Manager
23,3-Jan-23,Extension / Engagement / Public Service Professional,42912,West District- Burke,Asst Extension Agent [13]
62,26-Mar-13,Skilled Craft Worker,52662,Const Svcs-Const Shop,Facilities Maint Tech'n - Mech
35,1-Jul-22,Assistant Professor,93600,Prestage Poultry Science,Asst Professor
35,16-Aug-21,"Research Professional, Physical Sciences, Research Scholar",62400,Landscape Architecture,Research Assoc
35,1-Oct-16,"Student Counseling / Student Health Professional AD, Counselor",69966,Counseling Services,Counselor
27,23-May-23,HR Coordinator,52000,Materials Science &Engineering,Human Resources Specialist
25,21-Sep-20,Academic Services Professional,67600,Engineering-Academic Affairs,Coordinator
56,5-Mar-07,Professor,259278,Economics-Poole COM,Professor
57,1-Jul-07,Associate Professor,182046,"Mgmt, Innovation&Entrepreneur",Assoc Professor
49,28-Oct-13,Constituent Relations Professional,57396,NC Space Grant,Asst Director
32,1-Jul-21,Assistant Professor,101182,Mathematics,Asst Professor
36,15-Jul-19,"Research Professional, Life Sciences",78000,Crop & Soil Sciences,Research Project Coordinator
58,5-Jan-04,Custodian / Housekeeper,35463,Housekeeping Services-Reg1,Building Environmental Technic
23,3-Feb-19,Research Asst/Technician/Technologist,41860,Central Crops Research Station,Research Technician-Nonexempt
55,19-Jun-23,Student Affairs / Student Services Professional,60320,Registration And Records,Student Services Specialist
43,16-Aug-13,Constituent Relations Professional,81119,TELS,Program Director
38,12-Jan-04,Equal Opportunity / Diversity Professional,122000,College Of Veterinary Medicine,Director
39,1-Jul-18,Assistant Professor,94879,Applied Ecology,Asst Professor
55,4-Aug-08,"Research Professional, Life Sciences, Research Scholar",72504,Biological Sciences,Research Scholar
53,1-May-06,Administrative / Office / Clerical Lead,43913,South Central District - Richm,COSS Administrative Assistant
32,16-Sep-19,Administrative Assistant,60072,Ofc of Research Commercializat,University Program Specialist
35,19-Jun-17,"Extension / Engagement / Public Service Professional, Agricultural",53906,Ctr for Env Farming Sys (CEFS),Extension Asst
47,7-Oct-19,Skilled Craft / Trades Foreman / Lead,61027,U&E-Central Utility Plant - Zo,Utilities Plant Ops Supr-Shift
47,16-Aug-00,Assoc/Asst Vice Provost,130078,NCSU Entrepreneurship Program,AVP-Dir for NC Entrepreneurshi
46,6-Nov-18,"Human Resources Professional, Generalist",70000,Textiles-Dean's Office,Human Resources Consultant
35,14-Jun-10,Research Asst/Technician/Technologist,55268,Crop & Soil Sciences,Research Specialist-Nonexempt
55,31-Jul-02,Professor,149672,Entomology & Plant Pathology,"Professor, Univ. Fac. Scholar"
54,1-Oct-02,"Research Professional, Life Sciences, Principal Research Scholar",86058,Plant and Microbial Biology,Principal Research Scholar
76,30-Nov-83,Professor,301294,BTEC-Biomfg Training Ed Ctr,Director
32,16-Aug-16,Assistant Professor,91520,Computer Science-engr,Asst Teaching Professor
48,7-Jun-22,Electrician (Journeyman),53403,BM&O-CBC,Facilities Maint Tech - Mechan
32,25-Aug-14,"Academic Advising Professional, Advisor/Coordinator",59800,Fitts Dept Indust & Syst Engr,Academic Advisor
54,23-Mar-04,Horticultural Technician,58260,Arboretum in Hort Science Dept,Curatorial Specialist
50,28-May-14,HVAC Mechanic (Journeyman),64584,BM&O-CBC,Facilities Maint Tech - Mechan
47,15-May-19,Extension / Engagement / Public Service Professional,86091,South Central District- Iredel,Asst Area Spec Agent
47,30-Mar-02,"Director, Major Center / Institute AC",160454,Integrated Pest Mgmt-Research,Director
37,20-Jun-22,Extension / Engagement / Public Service Professional,60000,The Science House-Sciences,Program Coordinator
43,22-May-06,"Clerk, Materials",51465,Urban Affairs & Community Serv,Support Services Associate
32,7-Mar-22,"Research Professional, Life Sciences, Research Assistant",51130,Integrated Pest Mgmt-Research,Research Asst
38,9-Jan-23,HR Coordinator,50000,College Of Education,Human Resources Specialist
33,7-Dec-18,Extension / Engagement / Public Service Professional,74880,Advancement Services,University Program Manager
63,1-Jul-08,Lecturer,118000,Electrical & Computer Engr.,Senior Lecturer
52,8-Jul-21,Administrative Assistant,42120,Scholarships & Financial Aid,Administrative Support Special
65,8-Oct-13,Business Operations Professional,94372,Materials Support,University Program Manager
34,5-Jan-15,Communications Specialist,74880,Engineering-Academic Affairs,Public Comm Specialist
23,16-Aug-22,Department Assistant,48000,Advancement Services,University Program Associate
27,4-May-23,"Facilities Design / Construction Professional, Facility Planner",62400,University Architect's Office,Facility Planner
41,28-Aug-23,"Environmental Safety / Risk Management Professional, Specialist",85000,EHPS - Env Health & Safety,EHS Professional
32,21-Dec-15,Animal Care Technician,34423,Animal Resources,Research Technician-Nonexempt
33,7-Mar-22,Office / Admin Support / Clerical Manager,40366,CVM Teaching Hospital,Admin Support Spec - Shift
24,6-Jun-22,Communications Specialist,59202,University Housing,Public Comm Specialist
27,16-Aug-18,"Research Professional, Physical Sciences, Research Scholar",105000,Computer Science-engr,Research Scholar
66,5-Aug-20,"Research Professional, Life Sciences, Principal Research Scholar",183144,IR-4 Project,IR-4 Proj Assoc Dir Regulator
40,14-Jul-03,General Maintenance Lead/Supervisor,61150,Housing Facilities Admin,Facilities Maint Supervisor
35,18-Apr-17,"Development / Fundraising Professional, Major Gifts Sr.",117520,Engineering Foundation,Sr Director of Philanthropy
37,27-Jun-22,Advancement Services Professional,71042,Advancement Services,University Program Specialist
47,15-May-98,Extension / Engagement / Public Service Professional,56384,West District- Burke,Asst Extension Agent [03]
62,5-Jan-99,"Accounting Professional, Accountant",71321,Libraries,Accountant
60,8-Oct-12,Custodian / Housekeeper,35463,Housekeeping Svcs-Reg3,Building Environmental Technic
39,3-Apr-17,Extension / Engagement / Public Service Professional,68890,NC Clean Energy Technology Ctr,Extension Specialist
